review_id,age,age_group,brand,model,price_usd,price_category,rating,sentiment,review_text,country,language,source,verified_purchase,battery_life_rating,camera_rating,performance_rating,design_rating,display_rating,helpful_votes
48921,36,30-39,Samsung,Galaxy S24,1312.67,Flagship,3,Positive,Battery easily lasts a day with heavy use. Best purchase of the year!,Canada,English,AliExpress,1,1,2,1,1,3,2
47079,24,18-29,Apple,iPhone 13,1198.41,Flagship,3,Neutral,Not bad for daily use but could be optimized. Fine but could be better.,Germany,German,Amazon,0,2,4,1,3,3,4
18152,19,18-29,Realme,Realme Narzo 70,586.02,Mid-Range,5,Positive,Smooth performance even after months of use. Best purchase of the year!,UK,English,eBay,1,5,5,5,3,4,4
41441,52,50-59,OnePlus,OnePlus Nord 3,996.12,Premium,3,Positive,Build quality feels solid and durable. Loving it so far!,Germany,German,Amazon,1,3,2,3,3,1,2
18347,53,50-59,Apple,iPhone SE,1060.54,Flagship,3,Positive,Absolutely love this phone! The camera is next level. No regrets buying this one.,UAE,English,BestBuy,0,1,2,3,2,2,8
21523,35,30-39,Google,Pixel 8,922.72,Premium,5,Positive,Build quality feels solid and durable. Best purchase of the year!,India,Hindi,eBay,1,4,3,4,5,5,5
39093,18,18-29,Motorola,Edge 50,535.17,Mid-Range,1,Neutral,Not bad for daily use but could be optimized. Average experience overall.,Brazil,Portuguese,BestBuy,0,2,1,1,1,1,3
29609,25,18-29,Apple,iPhone 15 Pro,1134.79,Flagship,4,Positive,Loving the clean UI and fast updates. Loving it so far!,India,Hindi,eBay,1,4,4,3,4,1,2
19137,25,18-29,Google,Pixel 8,588.56,Mid-Range,3,Neutral,"Does what it’s supposed to, nothing special. Okay for casual use.",Brazil,Portuguese,BestBuy,1,3,2,5,2,2,0
9385,45,40-49,Google,Pixel 7a,697.56,Premium,4,Positive,Build quality feels solid and durable. Loving it so far!,USA,English,Flipkart,1,2,5,4,2,4,7
21113,18,18-29,OnePlus,OnePlus 11R,376.89,Mid-Range,2,Neutral,Battery life could be slightly better. Okay for casual use.,UAE,English,Amazon,0,1,2,3,1,1,2
43031,39,30-39,Google,Pixel 6,552.5,Mid-Range,5,Positive,Absolutely love this phone! The camera is next level. Absolutely worth it!,Australia,English,Flipkart,0,4,5,5,5,3,5
16159,34,30-39,Apple,iPhone 14,957.03,Premium,5,Positive,Build quality feels solid and durable. Absolutely worth it!,UK,English,Flipkart,1,4,5,4,3,5,5
24593,37,30-39,Apple,iPhone 15 Pro,1321.63,Flagship,4,Positive,Build quality feels solid and durable. No regrets buying this one.,UAE,English,BestBuy,0,4,3,3,3,4,6
27462,42,40-49,OnePlus,OnePlus 11R,849.07,Premium,3,Neutral,Not bad for daily use but could be optimized. Okay for casual use.,Canada,English,Amazon,1,3,1,3,3,2,0
10167,28,18-29,Google,Pixel 7a,579.44,Mid-Range,2,Neutral,Neutral feelings — neither great nor bad. Average experience overall.,UAE,English,AliExpress,1,2,1,1,3,1,2
34916,48,40-49,OnePlus,OnePlus Nord 3,506.44,Mid-Range,5,Positive,Build quality feels solid and durable. Best purchase of the year!,USA,English,BestBuy,1,3,5,3,3,5,4
34138,29,18-29,Realme,Realme 12 Pro,599.1,Mid-Range,1,Negative,"Phone hangs often, regret buying it. Returning this soon.",Canada,English,eBay,1,1,1,2,1,1,4
31231,42,40-49,Apple,iPhone SE,1106.44,Flagship,4,Positive,Battery easily lasts a day with heavy use. Best purchase of the year!,Germany,German,Flipkart,0,3,4,5,2,2,4
44958,40,40-49,Samsung,Galaxy Z Flip,939.88,Premium,4,Positive,Build quality feels solid and durable. No regrets buying this one.,India,Hindi,Amazon,1,4,3,3,3,3,3
3031,31,30-39,OnePlus,OnePlus Nord 3,618.74,Premium,4,Positive,Design feels premium and stylish. No regrets buying this one.,Brazil,Portuguese,BestBuy,0,5,4,5,1,5,10
29207,44,40-49,Google,Pixel 6,1012.32,Flagship,1,Negative,Charging is very slow compared to other brands. Returning this soon.,Canada,English,AliExpress,0,1,1,1,1,1,2
31461,20,18-29,Samsung,Galaxy Z Flip,1179.43,Flagship,4,Positive,"Face unlock is instant, super smooth. Loving it so far!",Australia,English,AliExpress,1,3,4,2,2,4,5
40777,32,30-39,Xiaomi,Poco X6,498.34,Mid-Range,4,Positive,Fast charging is a lifesaver. Best purchase of the year!,UAE,English,Flipkart,1,2,3,4,4,4,5
43706,30,30-39,Apple,iPhone SE,1265.03,Flagship,4,Positive,Battery easily lasts a day with heavy use. Loving it so far!,USA,English,Amazon,1,4,2,2,1,3,12
28615,25,18-29,Motorola,Edge 50,782.2,Premium,2,Negative,Not worth the money spent. Not up to the mark.,Canada,English,eBay,0,2,2,2,2,1,2
30871,33,30-39,Google,Pixel 6,683.13,Premium,4,Positive,Display is crisp and vibrant — perfect for gaming. Absolutely worth it!,USA,English,Amazon,1,4,3,3,5,5,7
9069,37,30-39,OnePlus,OnePlus Nord 3,399.09,Mid-Range,3,Positive,Design feels premium and stylish. Absolutely worth it!,Canada,English,Amazon,1,4,3,2,3,2,6
22922,43,40-49,Realme,Realme Narzo 70,378.81,Mid-Range,5,Positive,Fast charging is a lifesaver. Best purchase of the year!,USA,English,eBay,1,5,4,4,3,5,9
36212,28,18-29,Motorola,Razr 40,282.22,Budget,3,Positive,Smooth performance even after months of use. Best purchase of the year!,Canada,English,eBay,1,3,2,2,1,4,4
30421,23,18-29,Samsung,Galaxy A55,485.97,Mid-Range,2,Neutral,"Performance is average, camera okay. Average experience overall.",UK,English,Flipkart,1,3,1,1,2,1,0
3228,18,18-29,Realme,Realme 12 Pro,315.18,Mid-Range,5,Positive,Loving the clean UI and fast updates. No regrets buying this one.,Australia,English,BestBuy,1,3,5,3,3,4,5
44490,29,18-29,Realme,Realme Narzo 70,371.86,Mid-Range,3,Positive,Loving the clean UI and fast updates. Best purchase of the year!,Canada,English,BestBuy,1,2,4,4,3,2,6
25420,31,30-39,Apple,iPhone 15 Pro,925.15,Premium,2,Neutral,Battery life could be slightly better. Fine but could be better.,UAE,English,eBay,1,2,3,2,1,1,2
32344,30,30-39,Apple,iPhone 13,1176.4,Flagship,3,Positive,Battery easily lasts a day with heavy use. Loving it so far!,Canada,English,Flipkart,0,3,3,1,2,4,9
30373,20,18-29,Motorola,Razr 40,572.76,Mid-Range,3,Negative,Phone lags often after a few apps. Wouldn’t recommend.,USA,English,eBay,1,4,1,2,3,2,3
18380,27,18-29,Apple,iPhone 13,748.96,Premium,4,Positive,Display is crisp and vibrant — perfect for gaming. Best purchase of the year!,Germany,German,BestBuy,1,4,5,3,3,3,5
35716,43,40-49,Samsung,Galaxy Note 20,1013.55,Flagship,5,Positive,Build quality feels solid and durable. Loving it so far!,Australia,English,AliExpress,0,3,4,2,5,4,10
43932,34,30-39,Samsung,Galaxy Note 20,616.96,Premium,2,Neutral,Not bad for daily use but could be optimized. Okay for casual use.,India,Hindi,Amazon,1,1,1,1,1,2,2
5708,21,18-29,Apple,iPhone 15 Pro,1438.8,Flagship,5,Positive,Battery easily lasts a day with heavy use. No regrets buying this one.,Canada,English,Amazon,1,4,4,4,5,4,1
49578,42,40-49,Realme,Realme 12 Pro,410.56,Mid-Range,5,Positive,Design feels premium and stylish. Loving it so far!,Germany,German,eBay,1,3,5,5,4,2,7
26773,35,30-39,Xiaomi,Mi 13 Pro,544.23,Mid-Range,4,Positive,Display is crisp and vibrant — perfect for gaming. Absolutely worth it!,USA,English,BestBuy,1,4,5,2,2,4,3
37655,38,30-39,Apple,iPhone SE,947.82,Premium,3,Positive,Battery easily lasts a day with heavy use. Loving it so far!,USA,English,BestBuy,0,4,2,3,3,2,7
386,18,18-29,OnePlus,OnePlus 12,560.04,Mid-Range,4,Positive,Build quality feels solid and durable. Loving it so far!,UAE,English,Flipkart,1,4,4,3,2,3,5
39191,28,18-29,Xiaomi,Redmi Note 13,646.84,Premium,1,Neutral,Battery life could be slightly better. Okay for casual use.,Australia,English,Flipkart,1,1,1,1,1,1,1
3376,44,40-49,Motorola,Moto G Power,723.66,Premium,3,Positive,"Face unlock is instant, super smooth. Best purchase of the year!",Brazil,Portuguese,BestBuy,1,1,3,3,2,4,2
29725,39,30-39,Motorola,Edge 50,278.55,Budget,4,Positive,Loving the clean UI and fast updates. Absolutely worth it!,India,Hindi,AliExpress,1,2,1,4,3,3,6
18893,47,40-49,Google,Pixel 6,932.78,Premium,2,Neutral,"Performance is average, camera okay. Fine but could be better.",Germany,German,Flipkart,1,1,1,2,2,3,4
30062,41,40-49,Motorola,Edge 50,602.15,Premium,3,Neutral,"Overall decent, but expected a bit more for the price. Average experience overall.",USA,English,AliExpress,1,2,1,3,2,3,4
3864,42,40-49,Samsung,Galaxy Note 20,762.41,Premium,2,Negative,Customer service was disappointing. Not up to the mark.,Australia,English,Flipkart,0,1,2,1,1,1,0
43116,18,18-29,Xiaomi,Redmi Note 13,468.91,Mid-Range,2,Neutral,Battery life could be slightly better. Okay for casual use.,UK,English,Flipkart,1,2,1,3,2,2,2
7210,34,30-39,OnePlus,OnePlus Nord 3,886.45,Premium,3,Positive,Absolutely love this phone! The camera is next level. Absolutely worth it!,India,Hindi,AliExpress,1,3,1,3,4,3,4
3367,30,30-39,Realme,Realme 12 Pro,476.43,Mid-Range,4,Positive,Build quality feels solid and durable. No regrets buying this one.,Canada,English,AliExpress,1,3,4,4,3,3,5
14442,18,18-29,Realme,Realme 12 Pro,514.26,Mid-Range,5,Positive,Fast charging is a lifesaver. Loving it so far!,USA,English,Amazon,1,4,3,4,4,4,5
15971,20,18-29,Realme,Realme Narzo 70,328.32,Mid-Range,2,Neutral,Neutral feelings — neither great nor bad. Fine but could be better.,Germany,German,BestBuy,1,1,3,1,2,1,2
45343,33,30-39,Xiaomi,Mi 13 Pro,600.73,Premium,3,Neutral,Sound quality is okay but not very loud. Fine but could be better.,UAE,English,eBay,1,3,3,2,4,3,2
6076,32,30-39,Xiaomi,Redmi Note 13,471.54,Mid-Range,3,Neutral,"Phone is fine, not the best in this range. Fine but could be better.",Australia,English,Amazon,1,2,4,4,3,2,1
32811,42,40-49,Realme,Realme Narzo 70,465.85,Mid-Range,4,Positive,Absolutely love this phone! The camera is next level. Loving it so far!,Canada,English,Amazon,1,4,3,4,4,4,12
47849,38,30-39,OnePlus,OnePlus 12,784.66,Premium,2,Negative,Speaker quality is bad and muffled. Wouldn’t recommend.,USA,English,BestBuy,1,2,1,2,2,2,1
38202,31,30-39,Apple,iPhone 13,1215.22,Flagship,3,Neutral,Sound quality is okay but not very loud. Okay for casual use.,India,Hindi,Flipkart,1,1,3,2,3,3,4
32662,39,30-39,OnePlus,OnePlus 11R,721.42,Premium,1,Negative,Not worth the money spent. Very disappointed.,Canada,English,Flipkart,1,1,3,1,1,1,3
2096,38,30-39,Xiaomi,Redmi Note 13,320.29,Mid-Range,1,Negative,Battery drains too fast even on standby. Not up to the mark.,UAE,English,AliExpress,1,1,1,1,1,1,1
28781,28,18-29,Apple,iPhone 14,907.66,Premium,4,Positive,Loving the clean UI and fast updates. Absolutely worth it!,UAE,English,Amazon,0,3,3,2,3,3,7
42963,18,18-29,Apple,iPhone SE,720.92,Premium,1,Neutral,Neutral feelings — neither great nor bad. Okay for casual use.,Australia,English,Amazon,1,1,2,1,1,1,2
31466,20,18-29,Apple,iPhone SE,1405.81,Flagship,3,Positive,Design feels premium and stylish. No regrets buying this one.,Canada,English,eBay,1,3,4,2,1,3,5
3759,18,18-29,Google,Pixel 6,1055.68,Flagship,3,Positive,Loving the clean UI and fast updates. Best purchase of the year!,UK,English,Flipkart,1,4,1,4,2,1,5
30137,32,30-39,Google,Pixel 8,527.08,Mid-Range,3,Positive,Absolutely love this phone! The camera is next level. No regrets buying this one.,Brazil,Portuguese,AliExpress,1,2,2,2,2,3,5
13343,26,18-29,Apple,iPhone 15 Pro,1184.59,Flagship,3,Neutral,"Phone is fine, not the best in this range. Average experience overall.",Brazil,Portuguese,BestBuy,1,4,3,2,3,3,2
37834,34,30-39,Realme,Realme Narzo 70,346.12,Mid-Range,1,Negative,Display started flickering after a month. Very disappointed.,Brazil,Portuguese,Amazon,1,1,1,1,1,1,1
16919,35,30-39,Motorola,Razr 40,539.35,Mid-Range,3,Neutral,Battery life could be slightly better. Okay for casual use.,Canada,English,AliExpress,1,2,3,3,3,3,2
26793,31,30-39,Google,Pixel 7a,666.47,Premium,2,Negative,Battery drains too fast even on standby. Returning this soon.,Australia,English,eBay,1,1,2,1,1,1,1
28792,49,40-49,Samsung,Galaxy A55,1303.64,Flagship,4,Positive,Worth every penny. Highly recommended! Absolutely worth it!,India,Hindi,eBay,0,4,3,3,5,3,2
46386,26,18-29,Xiaomi,Poco X6,333.07,Mid-Range,5,Positive,Worth every penny. Highly recommended! Best purchase of the year!,Brazil,Portuguese,Amazon,1,3,4,5,2,4,5
47795,20,18-29,Motorola,Moto G Power,602.46,Premium,4,Positive,Absolutely love this phone! The camera is next level. Absolutely worth it!,UAE,English,eBay,1,4,4,2,4,4,4
13675,28,18-29,Samsung,Galaxy S24,1312.26,Flagship,3,Neutral,"Overall decent, but expected a bit more for the price. Fine but could be better.",India,Hindi,Flipkart,1,2,2,2,2,4,3
19394,40,40-49,Realme,Realme Narzo 70,544.71,Mid-Range,5,Positive,Battery easily lasts a day with heavy use. Loving it so far!,Brazil,Portuguese,Amazon,1,5,4,5,5,5,6
16766,26,18-29,Apple,iPhone SE,951.62,Premium,3,Positive,Absolutely love this phone! The camera is next level. Loving it so far!,UAE,English,AliExpress,0,2,3,2,3,3,4
11314,44,40-49,Google,Pixel 6,503.44,Mid-Range,5,Positive,Design feels premium and stylish. Best purchase of the year!,Canada,English,Amazon,1,2,5,4,4,4,4
46457,29,18-29,Realme,Realme 12 Pro,505.84,Mid-Range,5,Positive,Fast charging is a lifesaver. No regrets buying this one.,Australia,English,Amazon,1,3,5,4,4,4,4
22609,38,30-39,OnePlus,OnePlus 11R,911.93,Premium,4,Neutral,Neutral feelings — neither great nor bad. Average experience overall.,UK,English,Amazon,1,3,5,2,3,4,1
8921,28,18-29,Motorola,Razr 40,521.65,Mid-Range,4,Positive,"Face unlock is instant, super smooth. Absolutely worth it!",India,Hindi,eBay,1,2,5,3,3,2,5
1282,25,18-29,OnePlus,OnePlus 11R,811.22,Premium,5,Positive,Design feels premium and stylish. Loving it so far!,Germany,German,AliExpress,0,4,4,4,5,4,6
46450,32,30-39,OnePlus,OnePlus 11R,677.91,Premium,2,Negative,Speaker quality is bad and muffled. Returning this soon.,Canada,English,BestBuy,1,1,1,1,2,4,4
33864,24,18-29,Xiaomi,Redmi Note 13,454.24,Mid-Range,4,Positive,Build quality feels solid and durable. No regrets buying this one.,USA,English,Flipkart,1,3,4,3,3,3,8
9065,21,18-29,Samsung,Galaxy S24,756.88,Premium,2,Neutral,Sound quality is okay but not very loud. Average experience overall.,USA,English,eBay,1,2,2,1,1,1,0
39822,28,18-29,Realme,Realme 12 Pro,496.22,Mid-Range,4,Positive,Smooth performance even after months of use. Loving it so far!,UAE,English,Flipkart,0,5,5,2,3,2,6
23078,21,18-29,Google,Pixel 8,592.96,Mid-Range,1,Negative,"Phone hangs often, regret buying it. Very disappointed.",Canada,English,Flipkart,1,1,1,1,1,1,1
24066,18,18-29,Xiaomi,Mi 13 Pro,449.13,Mid-Range,5,Positive,Smooth performance even after months of use. Absolutely worth it!,UK,English,AliExpress,0,5,5,5,3,5,1
915,34,30-39,Realme,Realme 12 Pro,219.61,Budget,5,Positive,Smooth performance even after months of use. No regrets buying this one.,Australia,English,Amazon,1,4,4,5,5,5,5
22126,26,18-29,Realme,Realme 12 Pro,545.4,Mid-Range,3,Neutral,"Design is okay, a bit bulky though. Fine but could be better.",Australia,English,AliExpress,1,4,1,2,3,2,2
23365,34,30-39,Motorola,Moto G Power,548.43,Mid-Range,1,Negative,Charging is very slow compared to other brands. Very disappointed.,Australia,English,eBay,1,1,1,1,1,1,5
31432,24,18-29,Apple,iPhone 15 Pro,1343.52,Flagship,2,Neutral,"Design is okay, a bit bulky though. Okay for casual use.",USA,English,eBay,1,2,2,1,2,1,3
26750,32,30-39,Apple,iPhone 14,1411.58,Flagship,4,Positive,Loving the clean UI and fast updates. Best purchase of the year!,Canada,English,BestBuy,1,3,3,3,3,4,6
33780,33,30-39,OnePlus,OnePlus 11R,946.96,Premium,4,Positive,Worth every penny. Highly recommended! Best purchase of the year!,UK,English,BestBuy,1,2,2,3,4,4,3
41928,43,40-49,Realme,Realme 12 Pro,290.41,Budget,2,Positive,Worth every penny. Highly recommended! Best purchase of the year!,Brazil,Portuguese,Flipkart,0,1,3,3,2,2,5
17472,22,18-29,Xiaomi,Redmi Note 13,560.14,Mid-Range,5,Positive,Build quality feels solid and durable. Loving it so far!,India,Hindi,eBay,1,3,5,4,4,5,7
19316,18,18-29,Samsung,Galaxy S24,1123.1,Flagship,3,Positive,Absolutely love this phone! The camera is next level. Loving it so far!,Australia,English,BestBuy,1,4,2,4,3,2,6
44429,36,30-39,Motorola,Moto G Power,532.92,Mid-Range,2,Negative,Camera quality is very poor indoors. Wouldn’t recommend.,Canada,English,AliExpress,0,1,1,1,2,1,1
32657,34,30-39,Xiaomi,Redmi Note 13,541.2,Mid-Range,3,Neutral,"Performance is average, camera okay. Average experience overall.",Brazil,Portuguese,Amazon,1,4,2,1,2,2,2
36918,30,30-39,OnePlus,OnePlus 12,396.49,Mid-Range,3,Positive,Smooth performance even after months of use. Loving it so far!,Australia,English,Flipkart,1,3,2,2,5,3,10
899,24,18-29,Realme,Realme Narzo 70,516.26,Mid-Range,1,Negative,Display started flickering after a month. Very disappointed.,India,Hindi,AliExpress,1,2,1,1,1,1,7
23559,28,18-29,Samsung,Galaxy S24,689.0,Premium,3,Neutral,Software updates are delayed sometimes. Fine but could be better.,UAE,English,Flipkart,0,1,3,1,3,2,1
46238,23,18-29,Samsung,Galaxy Note 20,833.27,Premium,2,Neutral,"Performance is average, camera okay. Okay for casual use.",Germany,German,AliExpress,1,3,1,2,1,2,1
40171,21,18-29,Google,Pixel 6,571.15,Mid-Range,1,Neutral,Not bad for daily use but could be optimized. Okay for casual use.,USA,English,AliExpress,1,1,1,1,2,1,3
23308,18,18-29,Motorola,Edge 50,761.86,Premium,2,Negative,"Phone hangs often, regret buying it. Returning this soon.",UK,English,eBay,0,1,3,1,1,1,2
17629,33,30-39,OnePlus,OnePlus Nord 3,793.9,Premium,2,Neutral,Neutral feelings — neither great nor bad. Average experience overall.,Australia,English,eBay,1,3,1,1,3,2,2
17519,28,18-29,OnePlus,OnePlus 12,429.48,Mid-Range,4,Positive,Display is crisp and vibrant — perfect for gaming. Loving it so far!,UAE,English,Flipkart,0,4,5,4,5,5,6
972,36,30-39,Realme,Realme Narzo 70,597.48,Mid-Range,3,Positive,Battery easily lasts a day with heavy use. Best purchase of the year!,India,Hindi,BestBuy,0,2,2,2,2,3,3
35853,41,40-49,Xiaomi,Redmi Note 13,241.8,Budget,4,Positive,Design feels premium and stylish. Best purchase of the year!,Brazil,Portuguese,Amazon,1,5,4,4,3,4,5
12131,19,18-29,Google,Pixel 8,1030.87,Flagship,4,Positive,Absolutely love this phone! The camera is next level. No regrets buying this one.,Australia,English,Amazon,1,5,2,3,5,3,4
11462,53,50-59,Samsung,Galaxy Note 20,1172.55,Flagship,2,Neutral,Sound quality is okay but not very loud. Okay for casual use.,UAE,English,AliExpress,0,3,1,1,1,1,3
18695,34,30-39,Motorola,Moto G Power,371.03,Mid-Range,2,Neutral,Neutral feelings — neither great nor bad. Okay for casual use.,USA,English,AliExpress,1,1,3,1,2,1,3
44136,25,18-29,Motorola,Razr 40,442.59,Mid-Range,3,Positive,Battery easily lasts a day with heavy use. Loving it so far!,USA,English,AliExpress,1,3,2,3,4,1,4
11049,23,18-29,Apple,iPhone 14,728.28,Premium,2,Negative,Camera quality is very poor indoors. Very disappointed.,Australia,English,Amazon,1,3,2,1,1,2,3
18127,20,18-29,Samsung,Galaxy A55,1252.64,Flagship,3,Positive,Worth every penny. Highly recommended! Loving it so far!,USA,English,BestBuy,1,2,2,1,1,3,5
6527,18,18-29,OnePlus,OnePlus 12,908.6,Premium,3,Neutral,Software updates are delayed sometimes. Average experience overall.,UAE,English,BestBuy,1,3,2,3,3,2,1
35963,23,18-29,OnePlus,OnePlus 12,590.51,Mid-Range,4,Positive,Smooth performance even after months of use. Best purchase of the year!,Brazil,Portuguese,AliExpress,1,3,2,3,2,3,5
2133,36,30-39,Google,Pixel 8,600.15,Premium,2,Negative,Charging is very slow compared to other brands. Returning this soon.,Australia,English,BestBuy,1,3,2,2,2,1,0
32291,38,30-39,Apple,iPhone 15 Pro,862.67,Premium,2,Neutral,"Overall decent, but expected a bit more for the price. Fine but could be better.",Canada,English,AliExpress,1,1,1,2,1,1,0
11225,32,30-39,OnePlus,OnePlus Nord 3,926.53,Premium,4,Positive,Smooth performance even after months of use. Best purchase of the year!,UAE,English,BestBuy,1,3,1,4,3,3,2
49691,35,30-39,Google,Pixel 8,731.17,Premium,4,Neutral,"Overall decent, but expected a bit more for the price. Fine but could be better.",Brazil,Portuguese,Flipkart,1,5,2,5,4,2,3
2373,18,18-29,Apple,iPhone 14,784.2,Premium,3,Positive,Absolutely love this phone! The camera is next level. Absolutely worth it!,USA,English,Flipkart,0,3,2,4,3,3,3
19000,18,18-29,Realme,Realme 12 Pro,215.75,Budget,2,Neutral,"Does what it’s supposed to, nothing special. Fine but could be better.",Brazil,Portuguese,eBay,1,1,1,2,1,1,0
6485,38,30-39,OnePlus,OnePlus Nord 3,492.45,Mid-Range,4,Positive,Build quality feels solid and durable. Best purchase of the year!,Germany,German,Flipkart,1,5,3,2,5,3,3
18254,39,30-39,OnePlus,OnePlus 11R,855.65,Premium,2,Negative,Overheats quickly while gaming. Wouldn’t recommend.,UAE,English,eBay,1,1,2,1,2,2,4
38924,38,30-39,Xiaomi,Mi 13 Pro,250.73,Budget,3,Neutral,"Design is okay, a bit bulky though. Average experience overall.",UAE,English,eBay,1,3,3,3,2,1,2
8616,22,18-29,Google,Pixel 8,967.56,Premium,2,Negative,Charging is very slow compared to other brands. Not up to the mark.,Germany,German,Flipkart,1,1,1,1,2,1,3
28323,35,30-39,Apple,iPhone SE,1498.65,Flagship,3,Positive,Loving the clean UI and fast updates. Absolutely worth it!,USA,English,Amazon,1,2,3,2,3,3,2
36524,35,30-39,OnePlus,OnePlus 12,780.32,Premium,2,Negative,"Phone hangs often, regret buying it. Very disappointed.",Brazil,Portuguese,eBay,1,3,2,2,1,2,4
8579,18,18-29,Google,Pixel 7a,539.93,Mid-Range,2,Negative,Overheats quickly while gaming. Not up to the mark.,Brazil,Portuguese,Amazon,1,1,2,5,2,1,3
42514,18,18-29,Apple,iPhone 15 Pro,1240.82,Flagship,3,Positive,Display is crisp and vibrant — perfect for gaming. Loving it so far!,Australia,English,BestBuy,1,3,4,3,3,3,3
8021,31,30-39,Realme,Realme Narzo 70,390.03,Mid-Range,3,Positive,Worth every penny. Highly recommended! Absolutely worth it!,UAE,English,BestBuy,1,3,3,1,1,4,5
47345,41,40-49,Motorola,Razr 40,711.86,Premium,1,Negative,Customer service was disappointing. Not up to the mark.,UK,English,Flipkart,1,1,1,1,1,1,4
39101,46,40-49,Xiaomi,Mi 13 Pro,405.3,Mid-Range,4,Positive,"Face unlock is instant, super smooth. Loving it so far!",Germany,German,BestBuy,1,3,4,5,4,2,7
38367,18,18-29,Motorola,Razr 40,207.19,Budget,2,Neutral,"Phone is fine, not the best in this range. Fine but could be better.",Brazil,Portuguese,Flipkart,0,1,2,1,1,1,1
1013,30,30-39,Realme,Realme Narzo 70,561.21,Mid-Range,2,Positive,Fast charging is a lifesaver. Absolutely worth it!,USA,English,Flipkart,0,2,1,2,1,2,5
2248,26,18-29,Apple,iPhone 14,1294.86,Flagship,4,Positive,Build quality feels solid and durable. Absolutely worth it!,USA,English,AliExpress,1,3,4,3,3,2,15
21318,31,30-39,OnePlus,OnePlus Nord 3,820.04,Premium,3,Positive,Build quality feels solid and durable. Absolutely worth it!,Germany,German,AliExpress,1,3,2,3,3,1,4
44843,23,18-29,Xiaomi,Poco X6,359.58,Mid-Range,1,Neutral,Software updates are delayed sometimes. Okay for casual use.,Brazil,Portuguese,eBay,0,1,1,1,1,1,5
33284,30,30-39,Realme,Realme Narzo 70,249.56,Budget,5,Positive,Design feels premium and stylish. Loving it so far!,India,Hindi,Amazon,1,5,4,5,4,4,4
37639,36,30-39,Motorola,Razr 40,658.75,Premium,3,Positive,Worth every penny. Highly recommended! Best purchase of the year!,Canada,English,AliExpress,1,3,3,2,3,2,3
41587,40,40-49,Motorola,Razr 40,210.88,Budget,3,Positive,Display is crisp and vibrant — perfect for gaming. Loving it so far!,Canada,English,AliExpress,1,1,1,3,1,3,5
49129,21,18-29,OnePlus,OnePlus Nord 3,548.35,Mid-Range,5,Positive,Fast charging is a lifesaver. Loving it so far!,UK,English,BestBuy,1,5,5,5,4,3,6
48363,24,18-29,Apple,iPhone 15 Pro,1021.57,Flagship,1,Negative,"Phone hangs often, regret buying it. Very disappointed.",USA,English,eBay,1,1,1,1,1,1,3
44020,18,18-29,Apple,iPhone 13,1010.78,Flagship,4,Positive,Battery easily lasts a day with heavy use. Absolutely worth it!,Germany,German,Amazon,1,4,4,3,4,3,9
20496,18,18-29,Xiaomi,Poco X6,695.61,Premium,1,Negative,Display started flickering after a month. Not up to the mark.,Germany,German,BestBuy,1,1,1,1,1,1,1
5568,18,18-29,Google,Pixel 8,616.55,Premium,2,Negative,Battery drains too fast even on standby. Returning this soon.,Germany,German,eBay,1,3,2,2,2,2,4
11833,30,30-39,Apple,iPhone 15 Pro,933.7,Premium,3,Negative,Customer service was disappointing. Very disappointed.,Australia,English,Flipkart,1,2,2,2,3,4,1
38331,31,30-39,Xiaomi,Redmi Note 13,363.58,Mid-Range,4,Positive,Display is crisp and vibrant — perfect for gaming. Absolutely worth it!,UK,English,Flipkart,1,5,3,3,5,3,7
32212,18,18-29,Google,Pixel 8,746.69,Premium,5,Positive,Fast charging is a lifesaver. Loving it so far!,UAE,English,BestBuy,0,5,4,5,3,5,3
25616,41,40-49,Apple,iPhone SE,1467.36,Flagship,3,Neutral,Software updates are delayed sometimes. Average experience overall.,UAE,English,eBay,0,2,1,1,1,1,1
44932,18,18-29,Apple,iPhone 13,894.68,Premium,2,Negative,Charging is very slow compared to other brands. Wouldn’t recommend.,UK,English,Flipkart,1,2,3,1,1,1,1
232,32,30-39,Motorola,Moto G Power,469.42,Mid-Range,4,Positive,"Face unlock is instant, super smooth. No regrets buying this one.",India,Hindi,Amazon,1,3,3,3,5,3,5
38515,37,30-39,Xiaomi,Redmi Note 13,474.33,Mid-Range,4,Positive,Loving the clean UI and fast updates. Absolutely worth it!,Germany,German,Flipkart,1,4,2,5,4,3,6
41664,30,30-39,Motorola,Edge 50,681.91,Premium,4,Positive,Loving the clean UI and fast updates. Best purchase of the year!,Canada,English,BestBuy,1,3,3,4,3,4,8
5978,25,18-29,Motorola,Edge 50,355.02,Mid-Range,3,Positive,Build quality feels solid and durable. Loving it so far!,USA,English,AliExpress,1,2,3,3,3,3,3
6649,42,40-49,Motorola,Moto G Power,719.03,Premium,5,Positive,Loving the clean UI and fast updates. Best purchase of the year!,Canada,English,eBay,0,5,5,4,5,4,2
40880,42,40-49,Apple,iPhone 14,1230.24,Flagship,4,Neutral,"Phone is fine, not the best in this range. Okay for casual use.",Germany,German,Flipkart,0,3,3,2,4,4,0
37519,26,18-29,Samsung,Galaxy Note 20,784.38,Premium,4,Positive,Worth every penny. Highly recommended! Best purchase of the year!,India,Hindi,BestBuy,1,2,3,4,5,3,2
17610,18,18-29,Apple,iPhone 14,839.58,Premium,4,Positive,Worth every penny. Highly recommended! Absolutely worth it!,Canada,English,BestBuy,0,3,3,5,5,3,3
