customer_id,geo_region,geo_city,offer,acquisition_source,acquisition_channel,ad_campaign_id,first_order_date,last_order_date,total_orders,ltv_lifetime,total_profit,is_repeat,ltv_d7,ltv_d30,ltv_d60,ltv_d90,ltv_d180,ltv_d365,is_whale
11925,Klang Valley,Puchong,Oil Change Package,Paid Social,Facebook,FA-KV-OCP-2022Q3,2022-08-16,2024-12-28,5,1112.0,540.0,1,97.0,97.0,97.0,97.0,157.0,157.0,0
1463,Klang Valley,Petaling Jaya,Oil Change Package,Referral,Referral,REFERRAL,2022-10-20,2024-11-05,5,2292.0,1220.0,1,928.0,928.0,928.0,928.0,928.0,1061.0,0
2165,Klang Valley,Subang Jaya,Walk-in (No Promo),Paid Search,Google,GO-KV-W(P-2024Q4,2024-10-06,2024-10-06,1,584.0,245.0,0,584.0,584.0,584.0,584.0,584.0,584.0,0
1506,Klang Valley,Subang Jaya,Aircond Service Package,Referral,Referral,REFERRAL,2023-06-17,2023-06-17,1,1041.0,437.0,0,1041.0,1041.0,1041.0,1041.0,1041.0,1041.0,0
11132,Johor,Johor Bahru,Aircond Service Package,Paid Social,Instagram,IN-JH-ASP-2024Q2,2024-05-04,2024-10-29,2,1794.0,689.0,1,1436.0,1436.0,1436.0,1436.0,1794.0,1794.0,0
9980,Penang,Balik Pulau,Free Alignment,Paid Search,Google,GO-PG-FA-2022Q3,2022-08-13,2022-08-13,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
3299,Penang,Perai,Walk-in (No Promo),Paid Search,Google,GO-PG-W(P-2023Q3,2023-07-06,2024-07-21,3,3980.0,1704.0,1,1114.0,1114.0,1114.0,1114.0,1114.0,2167.0,0
3707,Johor,Kluang,Oil Change Package,Paid Search,Google,GO-JH-OCP-2024Q1,2024-03-23,2024-10-08,2,440.0,215.0,1,303.0,303.0,303.0,303.0,303.0,440.0,0
4204,Penang,Bayan Lepas,Free Engine Check,Paid Social,Instagram,IN-PG-FEC-2024Q4,2024-11-07,2024-11-07,2,645.0,245.0,1,645.0,645.0,645.0,645.0,645.0,645.0,0
4327,Johor,Segamat,Free Alignment,Referral,Referral,REFERRAL,2023-09-01,2024-02-05,2,10843.0,3687.0,1,0.0,0.0,0.0,0.0,10843.0,10843.0,1
8862,Johor,Skudai,Oil Change Package,Paid Search,Google,GO-JH-OCP-2024Q4,2024-11-25,2024-11-25,1,1788.0,608.0,0,1788.0,1788.0,1788.0,1788.0,1788.0,1788.0,0
7434,Klang Valley,Puchong,Oil Change Package,Paid Social,Instagram,IN-KV-OCP-2024Q4,2024-12-12,2024-12-12,1,1302.0,547.0,0,1302.0,1302.0,1302.0,1302.0,1302.0,1302.0,0
479,Klang Valley,Subang Jaya,RM50 Service Voucher,Video,TikTok,TI-KV-RSV-2022Q3,2022-09-28,2022-09-28,1,39.0,23.0,0,39.0,39.0,39.0,39.0,39.0,39.0,0
